-1.1,0.45359623092744406
-1.0,0.5403022973135306
-0.9,0.621609958083525
-0.8,0.6967066971396445
-0.7,0.7648421726822223
-0.6,0.825335597627603
-0.5,0.8775825418398365
-0.4,0.9210609715302244
-0.3,0.9553364907859782
-0.2,0.9800665794327663
-0.1,0.995004166427656
0.0,1.0
0.1,0.9950041652760353
0.2,0.9800665778415275
0.3,0.955336489142371
0.4,0.9210609943078665
0.5,0.8775825618837008
0.6,0.8253356148476415
0.7,0.7648421868685582
0.8,0.6967067071404873
0.9,0.6216099683219062
1.0,0.5403023061170579
1.1,0.4535961225085951
