-1.1,-0.8912073043284693
-1.0,-0.8414709903007478
-0.9,-0.7833269177114994
-0.8,-0.7173561027556451
-0.7,-0.6442177045741119
-0.6,-0.564642498656174
-0.5,-0.47942557530646146
-0.4,-0.38941839546148715
-0.3,-0.29552020129380757
-0.2,-0.1986693229438234
-0.1,-0.0998334051888718
0.0,0.0
0.1,0.09983341666666667
0.2,0.19866933079365082
0.3,0.29552020660714284
0.4,0.3894183415873016
0.5,0.4794255386164159
0.6,0.5646424734857143
0.7,0.6442176877315008
0.8,0.7173560930426808
0.9,0.7833269095868205
1.0,0.841470984648068
1.1,0.8912073595102139
